"case","N_base","base_mu_min","rho_eta_over_mu","eta","mu_min_used","mean_holonomy_error","std_holonomy_error","mean_unitarity_error","max_unitarity_error","trials"
"frame_derived",80,0.9987206428555113,"1/1000000",9.987206428555113e-7,0.9987206428555113,3.3741824153821e-6,2.180044530898982e-6,4.451828134079357e-15,1.1680201174233202e-14,20
"frame_derived",80,0.9987206428555113,"3/1000000",2.996161928566534e-6,0.9987206428555113,0.000010193556000476823,8.947628216699663e-6,5.48587305679111e-15,1.117817688578606e-14,20
"frame_derived",80,0.9987206428555113,"1/100000",9.987206428555115e-6,0.9987206428555113,0.000031147169836222605,0.000022507602202387064,4.610055640047132e-15,1.0786960844651971e-14,20
"frame_derived",80,0.9987206428555113,"3/100000",0.00002996161928566534,0.9987206428555113,0.00007228999831161808,0.000057058332633506055,6.691561380096511e-15,1.1269737837526292e-14,20
"frame_derived",80,0.9987206428555113,"1/10000",0.00009987206428555113,0.9987206428555113,0.0003818091065609536,0.00027834002748196903,5.75027103547807e-15,1.131399790382289e-14,20
