"target_mu","actual_mu_min","log_log_slope_error_vs_rho","estimated_noise_order"
0.95,0.9499999999999997,0.994712640503972,0.994712640503972
0.7,0.7,1.0174542133178999,1.0174542133178999
0.5,0.4999999999999999,0.9469789208636373,0.9469789208636373
0.3,0.29999999999999993,1.0660735082528079,1.0660735082528079
0.15,0.15,0.9827462579908893,0.9827462579908893
